track_id,name,playcount,album_index,album_id,album_name
3H2JThgdBxezwj1wwafQS8,All Girls Are The Same,915745735,21,24X4IZGu9QcQ8pVf9dFAGg,Something Just Like This
5XwDaNtMJZRpEEYdA7Qpl9,Hurt Me,161916975,21,24X4IZGu9QcQ8pVf9dFAGg,Something Just Like This
3cSimni7w3WR3UUovLzDus,Candles,187325046,21,24X4IZGu9QcQ8pVf9dFAGg,Something Just Like This
7rGAgM8W1ftKjpmSqNlykk,I'll Be Fine,168578693,21,24X4IZGu9QcQ8pVf9dFAGg,Something Just Like This
0aFFcpD0ecGbE0RzllC6qK,Used To,166235870,21,24X4IZGu9QcQ8pVf9dFAGg,Something Just Like This
2gsTjQouGxmD0z9K5MYpoI,Black & White,345893034,21,24X4IZGu9QcQ8pVf9dFAGg,Something Just Like This
3RWM7z6BF8C6z9ypLtxz4M,Lean Wit Me,537737618,21,24X4IZGu9QcQ8pVf9dFAGg,Something Just Like This
1dNIEtp7AY3oDAKCGg2XkH,Something Just Like This,1669630696,22,7IzpJkWQqgz1BTutQvSitX,Lean On (feat. MØ & DJ Snake)
0BF6mdNROWgYo3O3mNGrBc,Lean On (feat. MØ & DJ Snake),1546407988,23,1SI0AMK6rb2J8S0Jazli9D,Despacito Feat. Justin Bieber (Remix)
5CtI0qwDJkDQGwXD1H1cLb,Despacito - Remix,1491383561,24,3smvpv7CdrhVcGYaNDLOqn,Thunder
56lBX2WHqfGuoeZxZvUnVj,Thunder,1604346364,25,0VvK3TRKSJTk2FR4bzCV1w,XO TOUR Llif3
1i1fxkWeaMmKEB4T7zqbzK,Don't Let Me Down,1483722340,26,2SByipSK8eZ2pasaIwwzhf,Don't Let Me Down
2eMwDehkIC1j68U6FA3Eiq,XO TOUR Llif3,1577181509,27,4CZVGlURM8vncG4ftZULTS,DAMN.
1i1fxkWeaMmKEB4T7zqbzK,Don't Let Me Down,1483722340,28,2SByipSK8eZ2pasaIwwzhf,A Night At The Opera (2011 Remaster)
5AL46kwqlBX7qWP3qUppJe,PRIDE.,193819233,29,7wbJhbCvhPfbK1CLAkpq25,Happier
4cGeMgLcykDLAazHFpbZbU,DNA.,784801846,29,7wbJhbCvhPfbK1CLAkpq25,Happier
7zjRBaNkVjk1vZ8JqxQIXO,LOYALTY. FEAT. RIHANNA.,443795684,29,7wbJhbCvhPfbK1CLAkpq25,Happier
0CA3A2LhGO9cdx6z5EETy2,DUCKWORTH.,129602955,29,7wbJhbCvhPfbK1CLAkpq25,Happier
3SP0MlWYfu7xt1ZfMqBxh9,FEAR.,129945052,29,7wbJhbCvhPfbK1CLAkpq25,Happier
7ILDKRd8vc3qB749vDvuJd,GOD.,120628761,29,7wbJhbCvhPfbK1CLAkpq25,Happier
22uyC54d6XAPRTlc6IchaP,YAH.,147730497,29,7wbJhbCvhPfbK1CLAkpq25,Happier
7Lb4aeK6E6QjNBIxxHQGek,FEEL.,137912180,29,7wbJhbCvhPfbK1CLAkpq25,Happier
6rZssCJPEdQnyeEdNLKsr8,ELEMENT.,325173448,29,7wbJhbCvhPfbK1CLAkpq25,Happier
5BniTxgyzl4kPkXdiAAiEV,LUST.,137901681,29,7wbJhbCvhPfbK1CLAkpq25,Happier
73HCBO1XCKxNMTZLTFgs8A,XXX. FEAT. U2.,181766593,29,7wbJhbCvhPfbK1CLAkpq25,Happier
7ujx3NYtwO2LkmKGz59mXp,HUMBLE.,1516954789,29,7wbJhbCvhPfbK1CLAkpq25,Happier
5WkPWduQVV8fh7pppm1fqg,LOVE. FEAT. ZACARI.,758750941,29,7wbJhbCvhPfbK1CLAkpq25,Happier
1AhDOtG9vPSOmsWgNW0BEY,Bohemian Rhapsody - Remastered 2011,1643144692,30,1TSZDcvlPtAnekTaItI3qO,Love In The Future (Expanded Edition)
5YtxOL4iUchhynLL9nEBwQ,You're My Best Friend - Remastered 2011,209773211,30,1TSZDcvlPtAnekTaItI3qO,Love In The Future (Expanded Edition)
1luVGXHe7oimtkPScdsKBe,Love Of My Life - Remastered 2011,288914932,30,1TSZDcvlPtAnekTaItI3qO,Love In The Future (Expanded Edition)
2dpaYNEQHiRxtZbfNsse99,Happier,1548322398,31,78EicdHZr5XBWD7llEZ1Jh,I Took A Pill In Ibiza (Seeb Remix)
688QpQAwqsLdBR6lr13wK1,Same Bitches (feat. G-Eazy & YG),227895267,32,6trNtQUgC8cgbWcqoMYkOR,beerbongs & bentleys
3fpVWegR6YOS1Yk5HSMYIq,Paranoid,349689729,32,6trNtQUgC8cgbWcqoMYkOR,beerbongs & bentleys
4H7WNRErSbONkM06blBoGc,Stay,421795994,32,6trNtQUgC8cgbWcqoMYkOR,beerbongs & bentleys
1ZemPoaj7LBj1RAQrb89EC,Blame It On Me,179613057,32,6trNtQUgC8cgbWcqoMYkOR,beerbongs & bentleys
09IOPhEh1OMe0HD9b36FJk,Over Now,276991026,32,6trNtQUgC8cgbWcqoMYkOR,beerbongs & bentleys
5lZZmityu9TAjNvSY6GLhR,Zack And Codeine,214593671,32,6trNtQUgC8cgbWcqoMYkOR,beerbongs & bentleys
5ffntNJnJOeFv7b7DCd0Bw,Takin' Shots,203073111,32,6trNtQUgC8cgbWcqoMYkOR,beerbongs & bentleys
0e7ipj03S05BNilyu5bRzt,rockstar (feat. 21 Savage),2296847587,32,6trNtQUgC8cgbWcqoMYkOR,beerbongs & bentleys
0MrRAUcB8AZiB9ue2VOBYe,Sugar Wraith,183533680,32,6trNtQUgC8cgbWcqoMYkOR,beerbongs & bentleys
32lItqlMi4LBhb4k0BaSaC,Candy Paint,809384066,32,6trNtQUgC8cgbWcqoMYkOR,beerbongs & bentleys
1D2L6MefbXon28PzIk9I3r,92 Explorer,265663073,32,6trNtQUgC8cgbWcqoMYkOR,beerbongs & bentleys
5VuxWXbt7XENQCtE9TzpTv,Spoil My Night (feat. Swae Lee),285980749,32,6trNtQUgC8cgbWcqoMYkOR,beerbongs & bentleys
6IaieqiCVvsNvEt6Y7yOFa,Ball For Me (feat. Nicki Minaj),360381966,32,6trNtQUgC8cgbWcqoMYkOR,beerbongs & bentleys
7dt6x5M1jzdTEt8oCbisTK,Better Now,1501574128,32,6trNtQUgC8cgbWcqoMYkOR,beerbongs & bentleys
3swc6WTsr7rl9DqQKQA55C,Psycho (feat. Ty Dolla $ign),1240237834,32,6trNtQUgC8cgbWcqoMYkOR,beerbongs & bentleys
4qWCFTuNnmGNdY4egtb4ZY,Otherside,193170034,32,6trNtQUgC8cgbWcqoMYkOR,beerbongs & bentleys
2VdT56BGpdqNHUgOe1j5vc,Rich & Sad,318980029,32,6trNtQUgC8cgbWcqoMYkOR,beerbongs & bentleys
7vfWgVGiLgnGbInU5lvSQg,I Took A Pill In Ibiza - Seeb Remix,1458364474,33,31VgmdtmYLMb31XhP3RPVc,A Star Is Born Soundtrack
4H7WNRErSbONkM06blBoGc,Stay,420942389,34,6trNtQUgC8cgbWcqoMYkOR,Encore
3fpVWegR6YOS1Yk5HSMYIq,Paranoid,349256925,34,6trNtQUgC8cgbWcqoMYkOR,Encore
32lItqlMi4LBhb4k0BaSaC,Candy Paint,808215168,34,6trNtQUgC8cgbWcqoMYkOR,Encore
688QpQAwqsLdBR6lr13wK1,Same Bitches (feat. G-Eazy & YG),227572559,34,6trNtQUgC8cgbWcqoMYkOR,Encore
5ffntNJnJOeFv7b7DCd0Bw,Takin' Shots,202796047,34,6trNtQUgC8cgbWcqoMYkOR,Encore
0MrRAUcB8AZiB9ue2VOBYe,Sugar Wraith,183230898,34,6trNtQUgC8cgbWcqoMYkOR,Encore
4qWCFTuNnmGNdY4egtb4ZY,Otherside,192871696,34,6trNtQUgC8cgbWcqoMYkOR,Encore
7dt6x5M1jzdTEt8oCbisTK,Better Now,1499243419,34,6trNtQUgC8cgbWcqoMYkOR,Encore
3swc6WTsr7rl9DqQKQA55C,Psycho (feat. Ty Dolla $ign),1238581808,34,6trNtQUgC8cgbWcqoMYkOR,Encore
6IaieqiCVvsNvEt6Y7yOFa,Ball For Me (feat. Nicki Minaj),359962644,34,6trNtQUgC8cgbWcqoMYkOR,Encore
5VuxWXbt7XENQCtE9TzpTv,Spoil My Night (feat. Swae Lee),285614153,34,6trNtQUgC8cgbWcqoMYkOR,Encore
09IOPhEh1OMe0HD9b36FJk,Over Now,276540597,34,6trNtQUgC8cgbWcqoMYkOR,Encore
2VdT56BGpdqNHUgOe1j5vc,Rich & Sad,318486381,34,6trNtQUgC8cgbWcqoMYkOR,Encore
1ZemPoaj7LBj1RAQrb89EC,Blame It On Me,179329452,34,6trNtQUgC8cgbWcqoMYkOR,Encore
1D2L6MefbXon28PzIk9I3r,92 Explorer,265215897,34,6trNtQUgC8cgbWcqoMYkOR,Encore
5lZZmityu9TAjNvSY6GLhR,Zack And Codeine,214308017,34,6trNtQUgC8cgbWcqoMYkOR,Encore
0e7ipj03S05BNilyu5bRzt,rockstar (feat. 21 Savage),2293581675,34,6trNtQUgC8cgbWcqoMYkOR,Encore
2VxeLyX666F8uXCJ0dZF8B,Shallow,1647375445,35,4sLtOBOzn4s3GDUv3c5oJD,Faded
2fbJ5Msx8KoDKpyufH5YsU,I'll Never Love Again - Extended Version,156162880,35,4sLtOBOzn4s3GDUv3c5oJD,Faded
172e82oK9vGoBPvc6SqMm5,Is That Alright?,104395630,35,4sLtOBOzn4s3GDUv3c5oJD,Faded
4Z2s8VRI8WEZyU0xeqnlJD,Music To My Eyes,105190395,35,4sLtOBOzn4s3GDUv3c5oJD,Faded
1l9G7M8gNyQsgOGWZGoQsT,Look What I Found,122002235,35,4sLtOBOzn4s3GDUv3c5oJD,Faded
6jMbPsH6lTOLs5n8Af26AG,Maybe It's Time,115220857,35,4sLtOBOzn4s3GDUv3c5oJD,Faded
74iZuPGwyL33VlTr6jTnab,Always Remember Us This Way,679040455,35,4sLtOBOzn4s3GDUv3c5oJD,Faded
4A7EkKijzA4ryEoCRWJzdG,I'll Never Love Again - Film Version,257830842,35,4sLtOBOzn4s3GDUv3c5oJD,Faded
4pdPtRcBmOSQDlJ3Fk945m,Let Me Love You,1471630267,36,55bbXORm6ZrVq52zfZnxBf,Blurryface
4OZEu0Vwq0RB2LAq14v99n,Middle,848887199,36,55bbXORm6ZrVq52zfZnxBf,Blurryface
1brwdYwjltrJo7WHpIvbYt,Faded,1474989350,37,4pvMZr2Kfe1typbTqMHa8z,7 rings
4Oyl6oYSNeeZZP0OAxPVaU,Message Man,161819791,38,3cQO7jp5S9qLBoIVtbkSM1,Stoney
7i9763l5SSfOnqZ35VOcfy,Heavydirtysoul,283312645,38,3cQO7jp5S9qLBoIVtbkSM1,Stoney
1s9xuJxhYM0LdVqksjegcg,Fairly Local,191201123,38,3cQO7jp5S9qLBoIVtbkSM1,Stoney
40sRwFjfrRnaTdYPJIg4CP,Hometown,149792237,38,3cQO7jp5S9qLBoIVtbkSM1,Stoney
7qxjGHW485TL8ciwkHD5MK,Not Today,122598875,38,3cQO7jp5S9qLBoIVtbkSM1,Stoney
5P3yUXUC9rZPJPNmYGKEAz,Goner,140636103,38,3cQO7jp5S9qLBoIVtbkSM1,Stoney
6GmkJJMe9U1tEcrJ3Hq3A1,Polarize,174871727,38,3cQO7jp5S9qLBoIVtbkSM1,Stoney
2P61EK6DMGyVyssLWS4fKy,Lane Boy,249239978,38,3cQO7jp5S9qLBoIVtbkSM1,Stoney
2Z8WuEywRWYTKe1NybPQEW,Ride,1198834794,38,3cQO7jp5S9qLBoIVtbkSM1,Stoney
57yL3161hUMuw06zzzUCHi,Doubt,189166875,38,3cQO7jp5S9qLBoIVtbkSM1,Stoney
3CRDbSIZ4r5MsZ0YwxuEkn,Stressed Out,1529569428,38,3cQO7jp5S9qLBoIVtbkSM1,Stoney
22OqansuvEMQu9W0EfiGTI,We Don't Believe What's on TV,159341868,38,3cQO7jp5S9qLBoIVtbkSM1,Stoney
1lguQJjlNrIOoOylYVZN3M,The Judge,225495037,38,3cQO7jp5S9qLBoIVtbkSM1,Stoney
3bnVBN67NBEzedqQuWrpP4,Tear in My Heart,363502466,38,3cQO7jp5S9qLBoIVtbkSM1,Stoney
